['b']['Null'],['p']['Null'],['d']['Null'],['t']['Null'],['g']['Null'],['k']['Null'],['v']['Null'],['w']['Null'],['f']['Null'],"['z', 'dz']['Null']",['ts']['Null'],"['s', 'ð', 'θ']['Null']",['ʒ']['Null'],['ʃ']['Null'],['dʒ']['Null'],['tʃ']['Null'],['h']['Null'],['m']['Null'],['n']['Null'],['l']['Null'],['ɹ']['Null'],['j']['Null'],['ɡʷ']['Null'],['kʷ']['Null'],['hʷ']['Null'],"['Null']['ɑː', 'æ', 'ʌ']","['b']['ɑː', 'æ', 'ʌ']","['p']['ɑː', 'æ', 'ʌ']","['d']['ɑː', 'æ', 'ʌ']","['t']['ɑː', 'æ', 'ʌ']","['g']['ɑː', 'æ', 'ʌ']","['k']['ɑː', 'æ', 'ʌ']","['v']['ɑː', 'æ', 'ʌ']","['w']['ɑː', 'æ', 'ʌ']","['f']['ɑː', 'æ', 'ʌ']","['z', 'dz']['ɑː', 'æ', 'ʌ']","['ts']['ɑː', 'æ', 'ʌ']","['s', 'ð', 'θ']['ɑː', 'æ', 'ʌ']","['ʒ']['ɑː', 'æ', 'ʌ']","['ʃ']['ɑː', 'æ', 'ʌ']","['dʒ']['ɑː', 'æ', 'ʌ']","['tʃ']['ɑː', 'æ', 'ʌ']","['h']['ɑː', 'æ', 'ʌ']","['m']['ɑː', 'æ', 'ʌ']","['n']['ɑː', 'æ', 'ʌ']","['l']['ɑː', 'æ', 'ʌ']","['ɹ']['ɑː', 'æ', 'ʌ']","['j']['ɑː', 'æ', 'ʌ']","['ɡʷ']['ɑː', 'æ', 'ʌ']","['kʷ']['ɑː', 'æ', 'ʌ']","['hʷ']['ɑː', 'æ', 'ʌ']","['Null']['e', 'eɪ']","['b']['e', 'eɪ']","['p']['e', 'eɪ']","['d']['e', 'eɪ']","['t']['e', 'eɪ']","['g']['e', 'eɪ']","['k']['e', 'eɪ']","['v']['e', 'eɪ']","['w']['e', 'eɪ']","['f']['e', 'eɪ']","['z', 'dz']['e', 'eɪ']","['ts']['e', 'eɪ']","['s', 'ð', 'θ']['e', 'eɪ']","['ʒ']['e', 'eɪ']","['ʃ']['e', 'eɪ']","['dʒ']['e', 'eɪ']","['tʃ']['e', 'eɪ']","['h']['e', 'eɪ']","['m']['e', 'eɪ']","['n']['e', 'eɪ']","['l']['e', 'eɪ']","['ɹ']['e', 'eɪ']","['j']['e', 'eɪ']","['ɡʷ']['e', 'eɪ']","['kʷ']['e', 'eɪ']","['hʷ']['e', 'eɪ']","['di']['e', 'eɪ']","['Null']['ɜ', 'ə']","['b']['ɜ', 'ə']","['p']['ɜ', 'ə']","['d']['ɜ', 'ə']","['t']['ɜ', 'ə']","['g']['ɜ', 'ə']","['k']['ɜ', 'ə']","['v']['ɜ', 'ə']","['w']['ɜ', 'ə']","['f']['ɜ', 'ə']","['z', 'dz']['ɜ', 'ə']","['ts']['ɜ', 'ə']","['s', 'ð', 'θ']['ɜ', 'ə']","['ʒ']['ɜ', 'ə']","['ʃ']['ɜ', 'ə']","['dʒ']['ɜ', 'ə']","['tʃ']['ɜ', 'ə']","['h']['ɜ', 'ə']","['m']['ɜ', 'ə']","['n']['ɜ', 'ə']","['l']['ɜ', 'ə']","['ɹ']['ɜ', 'ə']","['j']['ɜ', 'ə']","['ɡʷ']['ɜ', 'ə']","['kʷ']['ɜ', 'ə']","['hʷ']['ɜ', 'ə']","['Null']['iː', 'ɪ']","['b']['iː', 'ɪ']","['p']['iː', 'ɪ']","['d']['iː', 'ɪ']","['t']['iː', 'ɪ']","['g']['iː', 'ɪ']","['k']['iː', 'ɪ']","['v']['iː', 'ɪ']","['w']['iː', 'ɪ']","['f']['iː', 'ɪ']","['z', 'dz']['iː', 'ɪ']","['ts']['iː', 'ɪ']","['s', 'ð', 'θ']['iː', 'ɪ']","['ʒ']['iː', 'ɪ']","['ʃ']['iː', 'ɪ']","['dʒ']['iː', 'ɪ']","['tʃ']['iː', 'ɪ']","['h']['iː', 'ɪ']","['m']['iː', 'ɪ']","['n']['iː', 'ɪ']","['l']['iː', 'ɪ']","['ɹ']['iː', 'ɪ']","['j']['iː', 'ɪ']","['ɡʷ']['iː', 'ɪ']","['kʷ']['iː', 'ɪ']","['hʷ']['iː', 'ɪ']","['tr']['iː', 'ɪ']","['Null']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['b']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['p']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['d']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['t']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['g']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['k']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['v']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['w']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['f']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['z', 'dz']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['ts']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['s', 'ð', 'θ']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['ʒ']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['ʃ']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['dʒ']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['tʃ']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['h']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['m']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['n']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['l']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['ɹ']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['j']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['ɡʷ']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['kʷ']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['hʷ']['ɒ', 'ɔː', 'oʊ', 'o', 'əʊ']","['Null']['uː', 'ʊ']","['b']['uː', 'ʊ']","['p']['uː', 'ʊ']","['d']['uː', 'ʊ']","['t']['uː', 'ʊ']","['g']['uː', 'ʊ']","['k']['uː', 'ʊ']","['v']['uː', 'ʊ']","['w']['uː', 'ʊ']","['f']['uː', 'ʊ']","['z', 'dz']['uː', 'ʊ']","['ts']['uː', 'ʊ']","['s', 'ð', 'θ']['uː', 'ʊ']","['ʒ']['uː', 'ʊ']","['ʃ']['uː', 'ʊ']","['dʒ']['uː', 'ʊ']","['tʃ']['uː', 'ʊ']","['h']['uː', 'ʊ']","['m']['uː', 'ʊ']","['n']['uː', 'ʊ']","['l']['uː', 'ʊ']","['ɹ']['uː', 'ʊ']","['j']['uː', 'ʊ']","['kʷ']['uː', 'ʊ']","['Null']['juː', 'jʊ']","['g']['juː', 'jʊ']","['k']['juː', 'jʊ']","['z', 'dz']['juː', 'jʊ']","['ts']['juː', 'jʊ']","['s', 'ð', 'θ']['juː', 'jʊ']","['ʃ']['juː', 'jʊ']","['dʒ']['juː', 'jʊ']","['tʃ']['juː', 'jʊ']","['h']['juː', 'jʊ']","['m']['juː', 'jʊ']","['n']['juː', 'jʊ']","['l']['juː', 'jʊ']","['ɹ']['juː', 'jʊ']",['Null']['aɪ'],['b']['aɪ'],['p']['aɪ'],['d']['aɪ'],['t']['aɪ'],['g']['aɪ'],['k']['aɪ'],['v']['aɪ'],['w']['aɪ'],['f']['aɪ'],"['z', 'dz']['aɪ']",['ts']['aɪ'],"['s', 'ð', 'θ']['aɪ']",['ʃ']['aɪ'],['dʒ']['aɪ'],['tʃ']['aɪ'],['h']['aɪ'],['m']['aɪ'],['n']['aɪ'],['l']['aɪ'],['ɹ']['aɪ'],['j']['aɪ'],['kʷ']['aɪ'],['hʷ']['aɪ'],['Null']['aʊ'],['b']['aʊ'],['p']['aʊ'],['d']['aʊ'],['t']['aʊ'],['g']['aʊ'],['k']['aʊ'],['v']['aʊ'],['w']['aʊ'],['f']['aʊ'],"['z', 'dz']['aʊ']",['ts']['aʊ'],"['s', 'ð', 'θ']['aʊ']",['ʃ']['aʊ'],['dʒ']['aʊ'],['tʃ']['aʊ'],['h']['aʊ'],['m']['aʊ'],['n']['aʊ'],['l']['aʊ'],['ɹ']['aʊ'],['j']['aʊ'],['kʷ']['aʊ'],"['Null']['æn', 'ʌn', 'an', 'æŋ']","['b']['æn', 'ʌn', 'an', 'æŋ']","['p']['æn', 'ʌn', 'an', 'æŋ']","['d']['æn', 'ʌn', 'an', 'æŋ']","['t']['æn', 'ʌn', 'an', 'æŋ']","['g']['æn', 'ʌn', 'an', 'æŋ']","['k']['æn', 'ʌn', 'an', 'æŋ']","['v']['æn', 'ʌn', 'an', 'æŋ']","['w']['æn', 'ʌn', 'an', 'æŋ']","['f']['æn', 'ʌn', 'an', 'æŋ']","['z', 'dz']['æn', 'ʌn', 'an', 'æŋ']","['ts']['æn', 'ʌn', 'an', 'æŋ']","['s', 'ð', 'θ']['æn', 'ʌn', 'an', 'æŋ']","['ʃ']['æn', 'ʌn', 'an', 'æŋ']","['dʒ']['æn', 'ʌn', 'an', 'æŋ']","['tʃ']['æn', 'ʌn', 'an', 'æŋ']","['h']['æn', 'ʌn', 'an', 'æŋ']","['m']['æn', 'ʌn', 'an', 'æŋ']","['n']['æn', 'ʌn', 'an', 'æŋ']","['l']['æn', 'ʌn', 'an', 'æŋ']","['ɹ']['æn', 'ʌn', 'an', 'æŋ']","['j']['æn', 'ʌn', 'an', 'æŋ']","['ɡʷ']['æn', 'ʌn', 'an', 'æŋ']","['kʷ']['æn', 'ʌn', 'an', 'æŋ']","['hʷ']['æn', 'ʌn', 'an', 'æŋ']","['Null']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['b']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['p']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['d']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['t']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['g']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['k']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['v']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['w']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['f']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['z', 'dz']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['ts']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['s', 'ð', 'θ']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['ʒ']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['ʃ']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['dʒ']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['tʃ']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['h']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['m']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['n']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['l']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['ɹ']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['j']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['ɡʷ']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['kʷ']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['hʷ']['ɑn', 'aʊn', 'ʌŋ', 'ɔːn', 'ɒn', 'ɒŋ']","['Null']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['b']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['p']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['d']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['t']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['g']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['k']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['v']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['w']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['f']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['z', 'dz']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['ts']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['s', 'ð', 'θ']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['ʒ']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['ʃ']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['dʒ']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['tʃ']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['h']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['m']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['n']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['l']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['ɹ']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['j']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['kʷ']['ɛn', 'ɛŋ', 'ɜːn', 'ən', 'əŋ']","['Null']['ɪn', 'iːn', 'ɪən', 'jən']","['b']['ɪn', 'iːn', 'ɪən', 'jən']","['p']['ɪn', 'iːn', 'ɪən', 'jən']","['d']['ɪn', 'iːn', 'ɪən', 'jən']","['t']['ɪn', 'iːn', 'ɪən', 'jən']","['g']['ɪn', 'iːn', 'ɪən', 'jən']","['k']['ɪn', 'iːn', 'ɪən', 'jən']","['v']['ɪn', 'iːn', 'ɪən', 'jən']","['w']['ɪn', 'iːn', 'ɪən', 'jən']","['f']['ɪn', 'iːn', 'ɪən', 'jən']","['z', 'dz']['ɪn', 'iːn', 'ɪən', 'jən']","['ts']['ɪn', 'iːn', 'ɪən', 'jən']","['s', 'ð', 'θ']['ɪn', 'iːn', 'ɪən', 'jən']","['ʃ']['ɪn', 'iːn', 'ɪən', 'jən']","['dʒ']['ɪn', 'iːn', 'ɪən', 'jən']","['tʃ']['ɪn', 'iːn', 'ɪən', 'jən']","['h']['ɪn', 'iːn', 'ɪən', 'jən']","['m']['ɪn', 'iːn', 'ɪən', 'jən']","['n']['ɪn', 'iːn', 'ɪən', 'jən']","['l']['ɪn', 'iːn', 'ɪən', 'jən']","['ɹ']['ɪn', 'iːn', 'ɪən', 'jən']","['j']['ɪn', 'iːn', 'ɪən', 'jən']","['kʷ']['ɪn', 'iːn', 'ɪən', 'jən']",['Null']['ɪŋ'],['b']['ɪŋ'],['p']['ɪŋ'],['d']['ɪŋ'],['t']['ɪŋ'],['g']['ɪŋ'],['k']['ɪŋ'],['v']['ɪŋ'],['w']['ɪŋ'],['f']['ɪŋ'],"['z', 'dz']['ɪŋ']",['ts']['ɪŋ'],"['s', 'ð', 'θ']['ɪŋ']",['ʃ']['ɪŋ'],['dʒ']['ɪŋ'],['tʃ']['ɪŋ'],['h']['ɪŋ'],['m']['ɪŋ'],['n']['ɪŋ'],['l']['ɪŋ'],['ɹ']['ɪŋ'],['j']['ɪŋ'],"['Null']['uːn', 'ʊn', 'oʊn']","['b']['uːn', 'ʊn', 'oʊn']","['p']['uːn', 'ʊn', 'oʊn']","['d']['uːn', 'ʊn', 'oʊn']","['t']['uːn', 'ʊn', 'oʊn']","['g']['uːn', 'ʊn', 'oʊn']","['k']['uːn', 'ʊn', 'oʊn']","['v']['uːn', 'ʊn', 'oʊn']","['w']['uːn', 'ʊn', 'oʊn']","['f']['uːn', 'ʊn', 'oʊn']","['z', 'dz']['uːn', 'ʊn', 'oʊn']","['ts']['uːn', 'ʊn', 'oʊn']","['s', 'ð', 'θ']['uːn', 'ʊn', 'oʊn']","['ʃ']['uːn', 'ʊn', 'oʊn']","['dʒ']['uːn', 'ʊn', 'oʊn']","['tʃ']['uːn', 'ʊn', 'oʊn']","['h']['uːn', 'ʊn', 'oʊn']","['m']['uːn', 'ʊn', 'oʊn']","['n']['uːn', 'ʊn', 'oʊn']","['l']['uːn', 'ʊn', 'oʊn']","['ɹ']['uːn', 'ʊn', 'oʊn']","['j']['uːn', 'ʊn', 'oʊn']",['Null']['ʊŋ'],['b']['ʊŋ'],['p']['ʊŋ'],['d']['ʊŋ'],['t']['ʊŋ'],['g']['ʊŋ'],['k']['ʊŋ'],['v']['ʊŋ'],['w']['ʊŋ'],['f']['ʊŋ'],"['z', 'dz']['ʊŋ']",['ts']['ʊŋ'],"['s', 'ð', 'θ']['ʊŋ']",['ʒ']['ʊŋ'],['ʃ']['ʊŋ'],['dʒ']['ʊŋ'],['tʃ']['ʊŋ'],['h']['ʊŋ'],['m']['ʊŋ'],['n']['ʊŋ'],['l']['ʊŋ'],['ɹ']['ʊŋ'],['j']['ʊŋ'],['hʷ']['ʊŋ']
布勃卜,普泼,德,特泰透得持,格,克可,夫弗佛芙,夫弗佛,夫弗佛,兹子,茨次,斯丝史思士子,日儒,什芝施,奇治,奇芝契,赫,姆晤,恩,尔,尔,伊易,古,库,胡,阿,巴芭白,帕,达大,塔,加嘉佳,卡喀开,瓦娃,瓦娃,法娃,扎,察,萨莎撒,扎,沙莎,贾嘉江,查恰,哈,马玛,纳娜拿那,拉腊,拉腊来,亚娅,瓜,夸,华,埃雅,贝培北白倍,佩培,德苔第,特泰透,盖,凯魁,韦,韦,费斐,泽,策,塞,热,谢,杰雅,切张,赫黑,梅,内涅,莱列,雷蕾烈,耶叶,圭,奎,惠,"迭
",厄耳雅,伯柏堡,珀泼,德大,特透得脱,格居,克可各扣,弗佛,沃卫,弗佛,泽,策,瑟采雪,热,舍歇,哲,彻丘,赫,默墨,纳娜拿那,勒,勒,耶叶,果,阔柯,霍,伊义依以,比别俾毕,皮匹庇彼辟,迪的狄底地,蒂提季的捷铁,吉纪姬,基姬,维薇卫,威魏薇,菲,齐,齐,西锡席悉胥茜典,日,希,吉,奇,希,米美密,尼妮,利莉历李来理列黎立,里丽瑞理,伊,圭,奎,惠,垂翠崔,奥欧,博宝玻,波朴葆宝,多,托汤,戈哥,科可,沃,沃,福,佐卓,措,索所素晓,若,肖朔,乔耀约,乔,霍,莫摩,诺,洛略劳,罗萝劳,约耀,果,阔,霍,乌,布,普,杜,图,古,库,武,伍,富,祖,楚,苏素,茹,舒,朱,楚,胡,穆,努,卢路刘露吕,鲁吕,尤,库,尤于,久,丘居鸠屈,久,丘,休叙修,休许,久,丘,休雨许,缪,纽牛,柳刘廖,留,艾爱,拜,派,代戴黛,泰太,盖,凯,韦,怀,法,宰,蔡,赛,夏,贾,柴,海,迈麦,奈,莱,赖瑞,耶叶,夸,怀,奥,鲍,保,道,陶,高,考,沃,沃,福,藻,曹,绍,绍,焦,乔,豪,毛茅,瑙,劳,劳,尧,阔,安,班,潘,丹,坦,甘,坎,万范,万,凡范,赞山,灿,桑,尚香,詹简珍姜江,钱,汉罕翰,曼满,南,兰,兰,扬杨延,关,宽,环,昂,邦,庞,当,唐汤,冈,康,旺冯,旺,方,藏,仓,桑,让,尚向,章姜,昌,杭,芒满,南年,郎朗,郎朗,扬杨,光,匡,黄,恩,本,彭,登,滕顿腾田藤,根,肯,文封,文,芬,曾珊,岑,森珊逊圣生,任,申,真,琴,亨,门,嫩年,伦,伦,廷,昆,因音茵,宾边,平,丁汀,廷汀,金,金,温,温,芬,津,欣,辛,欣,金,钦,欣,明敏,宁,林琳莲连廉,林琳良连,因,昆,英,宾,平,丁汀,廷汀,京,金,温,温,芬,京,青,辛,兴盛,京荣,青,兴,明,宁,林琳,林琳,英,温,本,蓬,敦邓,通,贡,昆,文,文,丰,尊,聪,孙,顺,准,春,洪,蒙孟,农,伦,伦,云,翁宏,邦,蓬,东,通,贡,孔,翁,翁,丰,宗,聪,松,容,雄,琼,琼,洪,蒙孟,农,隆,龙,永,洪
